PROVINCIA,DISTRITO,NIVEL_ACESSO_CUIDADOS_PRIMARIOS,NIVEL_ACESSO_HOSPITAL,NIVEL_ACESSO_EDUCACAO,NIVEL_DE_PRECOS,NIVEL_DE_VEGETACAO,NIVEL_DE_PRECIPITACAO,NIVEL_SEGURANCA_CIVIS,NIVEL_MANIFESTACOES,NIVEL_VIOLENCIA_POLITICA,NIVEL_PRE_NATAL,NIVEL_SEM_PRE_NATAL,NIVEL_PARTO_UNIDADE,NIVEL_PARTO_ASSISTIDO,NIVEL_POS_NATAL_MAE,NIVEL_POS_NATAL_BEBE,NIVEL_TRATAMENTO_DIARREIA,NIVEL_MULHERES_ENSINO,NIVEL_HOMENS_ENSINO,NIVEL_MULHERES_ALFABETIZADAS,NIVEL_HOMENS_ALFABETIZADOS,NIVEL_MULHERES_ANALFABETAS,NIVEL_HOMENS_ANALFABETAS,NIVEL_ACESSO_AEREO,NIVEL_FONTE_MELHORADA,NIVEL_AGUA_CANALIZADA,NIVEL_AGUA_NO_DOMICILIO,NIVEL_TRATAMENTO_ADEQUADO,NIVEL_FONTE_NAO_MELHORADA,NIVEL_RENDIMENTO,NIVEL_CHOQUE_PRECO_ALIMENTOS,NIVEL_CHOQUE_PRECO_COMBUSTIVEL,NIVEL_CHOQUE_PERDA_EMPREGO,NIVEL_CHOQUE_SECA,NIVEL_CHOQUE_CHEIAS,NIVEL_CHOQUE_DOENCA_MORTE,NIVEL_NECESSIDADE_ALIMENTOS,NIVEL_NECESSIDADE_DINHEIRO,NIVEL_DE_POBREZA
Sofala,Chemba,Médio,Muito Baixo,Baixo,Muito Baixo,Baixa,Baixo,Alto,Muito Alto,Alto,Médio,Médio,Médio,Médio,Alto,Alto,Alto,Alto,Alto,Médio,Alto,Médio,Alto,Muito Alto,Médio,Alto,Médio,Muito Alto,Médio,Muito Alto,Baixo,Muito Alto,Muito Alto,Baixo,Baixo,Alto,Alto,Alto,Média
Sofala,Cheringoma,Alto,Muito Baixo,Baixo,Muito Alto,Média,Alto,Baixo,Muito Alto,Muito Baixo,Médio,Médio,Médio,Médio,Alto,Alto,Alto,Alto,Alto,Médio,Alto,Médio,Alto,Muito Alto,Médio,Alto,Médio,Muito Alto,Médio,Muito Alto,Baixo,Muito Alto,Muito Alto,Baixo,Baixo,Alto,Alto,Alto,Média
Sofala,Chibabava,Médio,Baixo,Baixo,Muito Alto,Alta,Muito Alto,Muito Baixo,Muito Alto,Muito Baixo,Médio,Médio,Médio,Médio,Alto,Alto,Alto,Alto,Alto,Médio,Alto,Médio,Alto,Muito Alto,Médio,Alto,Médio,Muito Alto,Médio,Muito Alto,Baixo,Muito Alto,Muito Alto,Baixo,Baixo,Alto,Alto,Alto,Média
Sofala,Cidade Da Beira,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Baixa,Muito Alto,Muito Baixo,Muito Alto,Muito Baixo,Médio,Médio,Médio,Médio,Alto,Alto,Alto,Alto,Alto,Médio,Alto,Médio,Alto,Muito Alto,Médio,Alto,Médio,Muito Alto,Médio,Muito Alto,Baixo,Muito Alto,Muito Alto,Baixo,Baixo,Alto,Alto,Alto,Média
Sofala,Dondo,Muito Alto,Alto,Muito Alto,Muito Alto,Muito Alta,Médio,Médio,Muito Alto,Médio,Médio,Médio,Médio,Médio,Alto,Alto,Alto,Alto,Alto,Médio,Alto,Médio,Alto,Muito Alto,Médio,Alto,Médio,Muito Alto,Médio,Muito Alto,Baixo,Muito Alto,Muito Alto,Baixo,Baixo,Alto,Alto,Alto,Média
Sofala,Gorongosa,Médio,Muito Baixo,Baixo,Muito Alto,Média,Alto,Baixo,Muito Alto,Muito Baixo,Médio,Médio,Médio,Médio,Alto,Alto,Alto,Alto,Alto,Médio,Alto,Médio,Alto,Muito Alto,Médio,Alto,Médio,Muito Alto,Médio,Muito Alto,Baixo,Muito Alto,Muito Alto,Baixo,Baixo,Alto,Alto,Alto,Média
Sofala,Machanga,Médio,Muito Baixo,Baixo,Médio,Alta,Muito Alto,Médio,Muito Alto,Médio,Médio,Médio,Médio,Médio,Alto,Alto,Alto,Alto,Alto,Médio,Alto,Médio,Alto,Muito Alto,Médio,Alto,Médio,Muito Alto,Médio,Muito Alto,Baixo,Muito Alto,Muito Alto,Baixo,Baixo,Alto,Alto,Alto,Média
Sofala,Maringue,Baixo,Muito Baixo,Baixo,Muito Alto,Média,Muito Alto,Médio,Muito Alto,Muito Baixo,Médio,Médio,Médio,Médio,Alto,Alto,Alto,Alto,Alto,Médio,Alto,Médio,Alto,Muito Alto,Médio,Alto,Médio,Muito Alto,Médio,Muito Alto,Baixo,Muito Alto,Muito Alto,Baixo,Baixo,Alto,Alto,Alto,Média
Sofala,Marromeu,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Média,Médio,Médio,Muito Alto,Médio,Médio,Médio,Médio,Médio,Alto,Alto,Alto,Alto,Alto,Médio,Alto,Médio,Alto,Muito Alto,Médio,Alto,Médio,Muito Alto,Médio,Muito Alto,Baixo,Muito Alto,Muito Alto,Baixo,Baixo,Alto,Alto,Alto,Média
Sofala,Muanza,Baixo,Muito Baixo,Baixo,Muito Alto,Muito Alta,Baixo,Alto,Muito Alto,Médio,Médio,Médio,Médio,Médio,Alto,Alto,Alto,Alto,Alto,Médio,Alto,Médio,Alto,Muito Alto,Médio,Alto,Médio,Muito Alto,Médio,Muito Alto,Baixo,Muito Alto,Muito Alto,Baixo,Baixo,Alto,Alto,Alto,Média
Sofala,Nhamatanda,Alto,Alto,Alto,Muito Alto,Baixa,Muito Alto,Médio,Muito Alto,Baixo,Médio,Médio,Médio,Médio,Alto,Alto,Alto,Alto,Alto,Médio,Alto,Médio,Alto,Muito Alto,Médio,Alto,Médio,Muito Alto,Médio,Muito Alto,Baixo,Muito Alto,Muito Alto,Baixo,Baixo,Alto,Alto,Alto,Média
Tete,Angonia,Baixo,Médio,Médio,Muito Alto,Muito Baixa,Muito Baixo,Alto,Muito Alto,Médio,Muito Baixo,Muito Baixo,Baixo,Baixo,Baixo,Médio,Muito Alto,Baixo,Muito Baixo,Baixo,Muito Baixo,Médio,Muito Baixo,Muito Alto,Baixo,Muito Baixo,Baixo,Médio,Alto,Médio,Médio,Baixo,Muito Alto,Médio,Alto,Médio,Muito Alto,Alto,Média
Tete,Cahora Bassa,Baixo,Muito Alto,Médio,Médio,Baixa,Muito Baixo,Muito Alto,Muito Alto,Muito Alto,Muito Baixo,Muito Baixo,Baixo,Baixo,Baixo,Médio,Muito Alto,Baixo,Muito Baixo,Baixo,Muito Baixo,Médio,Muito Baixo,Muito Alto,Baixo,Muito Baixo,Baixo,Médio,Alto,Médio,Médio,Baixo,Muito Alto,Médio,Alto,Médio,Muito Alto,Alto,Média
Tete,Changara,Muito Baixo,Médio,Baixo,Muito Alto,Alta,Baixo,Alto,Muito Alto,Alto,Muito Baixo,Muito Baixo,Baixo,Baixo,Baixo,Médio,Muito Alto,Baixo,Muito Baixo,Baixo,Muito Baixo,Médio,Muito Baixo,Muito Alto,Baixo,Muito Baixo,Baixo,Médio,Alto,Médio,Médio,Baixo,Muito Alto,Médio,Alto,Médio,Muito Alto,Alto,Média
Tete,Chifunde,Muito Baixo,Médio,Muito Baixo,Muito Alto,Baixa,Muito Baixo,Alto,Muito Alto,Alto,Muito Baixo,Muito Baixo,Baixo,Baixo,Baixo,Médio,Muito Alto,Baixo,Muito Baixo,Baixo,Muito Baixo,Médio,Muito Baixo,Muito Alto,Baixo,Muito Baixo,Baixo,Médio,Alto,Médio,Médio,Baixo,Muito Alto,Médio,Alto,Médio,Muito Alto,Alto,Média
Tete,Chiuta,Muito Baixo,Alto,Alto,Muito Alto,Alta,Muito Baixo,Alto,Muito Alto,Alto,Muito Baixo,Muito Baixo,Baixo,Baixo,Baixo,Médio,Muito Alto,Baixo,Muito Baixo,Baixo,Muito Baixo,Médio,Muito Baixo,Muito Alto,Baixo,Muito Baixo,Baixo,Médio,Alto,Médio,Médio,Baixo,Muito Alto,Médio,Alto,Médio,Muito Alto,Alto,Média
Tete,Cidade De Tete,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Baixa,Muito Baixo,Baixo,Muito Alto,Baixo,Muito Baixo,Muito Baixo,Baixo,Baixo,Baixo,Médio,Muito Alto,Baixo,Muito Baixo,Baixo,Muito Baixo,Médio,Muito Baixo,Muito Alto,Baixo,Muito Baixo,Baixo,Médio,Alto,Médio,Médio,Baixo,Muito Alto,Médio,Alto,Médio,Muito Alto,Alto,Média
Tete,Doa,Muito Baixo,Médio,Médio,Baixo,Baixa,Muito Baixo,Muito Alto,Muito Alto,Muito Alto,Muito Baixo,Muito Baixo,Baixo,Baixo,Baixo,Médio,Muito Alto,Baixo,Muito Baixo,Baixo,Muito Baixo,Médio,Muito Baixo,Muito Alto,Baixo,Muito Baixo,Baixo,Médio,Alto,Médio,Médio,Baixo,Muito Alto,Médio,Alto,Médio,Muito Alto,Alto,Média
Tete,Macanga,Muito Baixo,Muito Baixo,Baixo,Muito Alto,Baixa,Muito Baixo,Alto,Muito Alto,Alto,Muito Baixo,Muito Baixo,Baixo,Baixo,Baixo,Médio,Muito Alto,Baixo,Muito Baixo,Baixo,Muito Baixo,Médio,Muito Baixo,Muito Alto,Baixo,Muito Baixo,Baixo,Médio,Alto,Médio,Médio,Baixo,Muito Alto,Médio,Alto,Médio,Muito Alto,Alto,Média
Tete,Magoe,Muito Baixo,Muito Baixo,Médio,Muito Alto,Baixa,Muito Baixo,Muito Alto,Muito Alto,Muito Alto,Muito Baixo,Muito Baixo,Baixo,Baixo,Baixo,Médio,Muito Alto,Baixo,Muito Baixo,Baixo,Muito Baixo,Médio,Muito Baixo,Muito Alto,Baixo,Muito Baixo,Baixo,Médio,Alto,Médio,Médio,Baixo,Muito Alto,Médio,Alto,Médio,Muito Alto,Alto,Média
Tete,Marara,Muito Baixo,Baixo,Baixo,Alto,Baixa,Muito Baixo,Alto,Muito Alto,Alto,Muito Baixo,Muito Baixo,Baixo,Baixo,Baixo,Médio,Muito Alto,Baixo,Muito Baixo,Baixo,Muito Baixo,Médio,Muito Baixo,Muito Alto,Baixo,Muito Baixo,Baixo,Médio,Alto,Médio,Médio,Baixo,Muito Alto,Médio,Alto,Médio,Muito Alto,Alto,Média
Tete,Maravia,Muito Baixo,Médio,Médio,Muito Alto,Baixa,Muito Baixo,Alto,Muito Alto,Alto,Muito Baixo,Muito Baixo,Baixo,Baixo,Baixo,Médio,Muito Alto,Baixo,Muito Baixo,Baixo,Muito Baixo,Médio,Muito Baixo,Muito Alto,Baixo,Muito Baixo,Baixo,Médio,Alto,Médio,Médio,Baixo,Muito Alto,Médio,Alto,Médio,Muito Alto,Alto,Média
Tete,Moatize,Muito Baixo,Médio,Médio,Muito Alto,Baixa,Muito Baixo,Baixo,Muito Alto,Baixo,Muito Baixo,Muito Baixo,Baixo,Baixo,Baixo,Médio,Muito Alto,Baixo,Muito Baixo,Baixo,Muito Baixo,Médio,Muito Baixo,Muito Alto,Baixo,Muito Baixo,Baixo,Médio,Alto,Médio,Médio,Baixo,Muito Alto,Médio,Alto,Médio,Muito Alto,Alto,Média
Tete,Mutarara,Muito Baixo,Médio,Médio,Médio,Baixa,Muito Baixo,Alto,Muito Alto,Alto,Muito Baixo,Muito Baixo,Baixo,Baixo,Baixo,Médio,Muito Alto,Baixo,Muito Baixo,Baixo,Muito Baixo,Médio,Muito Baixo,Muito Alto,Baixo,Muito Baixo,Baixo,Médio,Alto,Médio,Médio,Baixo,Muito Alto,Médio,Alto,Médio,Muito Alto,Alto,Média
Tete,Tsangano,Médio,Médio,Médio,Muito Alto,Baixa,Muito Baixo,Médio,Muito Alto,Médio,Muito Baixo,Muito Baixo,Baixo,Baixo,Baixo,Médio,Muito Alto,Baixo,Muito Baixo,Baixo,Muito Baixo,Médio,Muito Baixo,Muito Alto,Baixo,Muito Baixo,Baixo,Médio,Alto,Médio,Médio,Baixo,Muito Alto,Médio,Alto,Médio,Muito Alto,Alto,Média
Tete,Zumbu,Muito Baixo,Médio,Médio,Muito Alto,Baixa,Muito Baixo,Médio,Muito Alto,Médio,Muito Baixo,Muito Baixo,Baixo,Baixo,Baixo,Médio,Muito Alto,Baixo,Muito Baixo,Baixo,Muito Baixo,Médio,Muito Baixo,Muito Alto,Baixo,Muito Baixo,Baixo,Médio,Alto,Médio,Médio,Baixo,Muito Alto,Médio,Alto,Médio,Muito Alto,Alto,Média
Zambezia,Alto Molocue,Baixo,Médio,Muito Baixo,Muito Alto,Baixa,Muito Alto,Alto,Muito Alto,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Baixo,Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Médio,Baixo,Médio,Alto,Muito Alto,Alto,Baixo,Alta
Zambezia,Chinde,Médio,Baixo,Muito Baixo,Alto,Muito Alta,Alto,Alto,Muito Alto,Alto,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Baixo,Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Médio,Baixo,Médio,Alto,Muito Alto,Alto,Baixo,Alta
Zambezia,Cidade De Quelimane,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Alta,Alto,Baixo,Muito Alto,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Baixo,Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Médio,Baixo,Médio,Alto,Muito Alto,Alto,Baixo,Alta
Zambezia,Derre,Médio,Muito Baixo,Muito Baixo,Alto,Muito Alta,Alto,Alto,Muito Alto,Alto,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Baixo,Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Médio,Baixo,Médio,Alto,Muito Alto,Alto,Baixo,Alta
Zambezia,Gile,Baixo,Baixo,Muito Baixo,Alto,Baixa,Baixo,Alto,Muito Alto,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Baixo,Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Médio,Baixo,Médio,Alto,Muito Alto,Alto,Baixo,Alta
Zambezia,Gurue,Médio,Baixo,Muito Baixo,Alto,Muito Alta,Alto,Médio,Muito Alto,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Baixo,Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Médio,Baixo,Médio,Alto,Muito Alto,Alto,Baixo,Alta
Zambezia,Ile,Muito Baixo,Baixo,Muito Baixo,Alto,Média,Baixo,Alto,Muito Alto,Alto,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Baixo,Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Médio,Baixo,Médio,Alto,Muito Alto,Alto,Baixo,Alta
Zambezia,Inhassunge,Baixo,Baixo,Muito Baixo,Alto,Média,Médio,Alto,Muito Alto,Alto,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Baixo,Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Médio,Baixo,Médio,Alto,Muito Alto,Alto,Baixo,Alta
Zambezia,Luabo,Baixo,Baixo,Muito Baixo,Alto,Muito Alta,Alto,Alto,Muito Alto,Alto,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Baixo,Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Médio,Baixo,Médio,Alto,Muito Alto,Alto,Baixo,Alta
Zambezia,Lugela,Baixo,Baixo,Médio,Alto,Alta,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Baixo,Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Médio,Baixo,Médio,Alto,Muito Alto,Alto,Baixo,Alta
Zambezia,Maganja Da Costa,Baixo,Baixo,Muito Baixo,Alto,Muito Alta,Médio,Muito Alto,Muito Alto,Muito Alto,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Baixo,Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Médio,Baixo,Médio,Alto,Muito Alto,Alto,Baixo,Alta
Zambezia,Maquival,Baixo,Médio,Baixo,Alto,Muito Alta,Alto,Alto,Muito Alto,Alto,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Baixo,Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Médio,Baixo,Médio,Alto,Muito Alto,Alto,Baixo,Alta
Zambezia,Milange,Alto,Alto,Alto,Muito Baixo,Muito Alta,Alto,Médio,Muito Alto,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Baixo,Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Médio,Baixo,Médio,Alto,Muito Alto,Alto,Baixo,Alta
Zambezia,Mocuba,Alto,Alto,Alto,Alto,Baixa,Baixo,Médio,Muito Alto,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Baixo,Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Médio,Baixo,Médio,Alto,Muito Alto,Alto,Baixo,Alta
Zambezia,Mocubela,Baixo,Baixo,Muito Baixo,Alto,Muito Alta,Alto,Alto,Muito Alto,Alto,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Baixo,Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Médio,Baixo,Médio,Alto,Muito Alto,Alto,Baixo,Alta
Zambezia,Molumbo,Muito Baixo,Médio,Muito Baixo,Alto,Muito Alta,Alto,Muito Alto,Muito Alto,Alto,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Baixo,Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Médio,Baixo,Médio,Alto,Muito Alto,Alto,Baixo,Alta
Zambezia,Mopeia,Alto,Médio,Alto,Alto,Média,Médio,Alto,Muito Alto,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Baixo,Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Médio,Baixo,Médio,Alto,Muito Alto,Alto,Baixo,Alta
Zambezia,Morrumbala,Alto,Médio,Médio,Médio,Muito Alta,Alto,Médio,Muito Alto,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Baixo,Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Médio,Baixo,Médio,Alto,Muito Alto,Alto,Baixo,Alta
Zambezia,Mulevala,Muito Baixo,Muito Baixo,Muito Baixo,Alto,Muito Alta,Alto,Muito Alto,Muito Alto,Alto,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Baixo,Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Médio,Baixo,Médio,Alto,Muito Alto,Alto,Baixo,Alta
Zambezia,Namacurra,Médio,Alto,Alto,Baixo,Muito Alta,Alto,Médio,Muito Alto,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Baixo,Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Médio,Baixo,Médio,Alto,Muito Alto,Alto,Baixo,Alta
Zambezia,Namarroi,Muito Baixo,Muito Baixo,Muito Baixo,Alto,Muito Alta,Alto,Muito Alto,Muito Alto,Muito Alto,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Baixo,Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Médio,Baixo,Médio,Alto,Muito Alto,Alto,Baixo,Alta
Zambezia,Nicoadala,Muito Alto,Médio,Médio,Baixo,Muito Alta,Alto,Alto,Muito Alto,Alto,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Baixo,Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Médio,Baixo,Médio,Alto,Muito Alto,Alto,Baixo,Alta
Zambezia,Pebane,Médio,Baixo,Baixo,Alto,Muito Alta,Alto,Médio,Muito Alto,Médio,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Médio,Baixo,Baixo,Muito Baixo,Baixo,Muito Baixo,Baixo,Alto,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Muito Alto,Médio,Médio,Baixo,Médio,Alto,Muito Alto,Alto,Baixo,Alta
